,FIRE_NAME,ALARM_DATE,CONT_DATE,CAUSE,C_METHOD,GIS_ACRES,COMPLEX_NAME,Shape__Area,Shape__Length
6657,BUTCHER,2004-07-28 00:00:00+00:00,2004/07/28 00:00:00+00,14.0,7.0,31.90529,,213866.59765625,2321.0382811185
6658,PIUTE,2004-07-27 00:00:00+00:00,2004/07/27 00:00:00+00,14.0,7.0,12.31225,,75265.7421875,1234.55818385166
6659,SIMS,2004-07-27 00:00:00+00:00,2004/08/15 00:00:00+00,2.0,2.0,4035.917,,28447570.0390625,30815.3960398893
6660,DUMP,2004-07-27 00:00:00+00:00,2004/07/29 00:00:00+00,9.0,6.0,181.5451,,1318624.87890625,5284.26679337209
6661,LOCUST,2004-07-25 00:00:00+00:00,2004/07/25 00:00:00+00,7.0,7.0,3.773415,,26363.31640625,625.036002400033
6662,BSFMU10,2004-07-25 00:00:00+00:00,2004/08/07 00:00:00+00,1.0,2.0,14.61055,,106488.91015625,2060.7453206162
6663,LIGHT #37,2004-07-24 00:00:00+00:00,2004/07/25 00:00:00+00,1.0,6.0,591.6899,,4317597.8828125,9483.81804760421
6664,IRONGATE,2004-07-24 00:00:00+00:00,2004/07/28 00:00:00+00,1.0,2.0,2241.977,,16415040.7851562,23331.800868445
6665,GREEN,2004-07-24 00:00:00+00:00,2004/07/24 00:00:00+00,2.0,6.0,16.06479,,94541.46875,1420.71548057885
6666,132,2004-07-23 00:00:00+00:00,2004/07/23 00:00:00+00,7.0,6.0,42.74137,,276807.51953125,2427.84456491133
6667,CAMP,2004-07-22 00:00:00+00:00,2004/07/23 00:00:00+00,6.0,8.0,691.6987,,4253351.75,12939.8882990305
6668,CITRUS,2004-07-22 00:00:00+00:00,2004/07/29 00:00:00+00,14.0,8.0,682.6089,,4002187.3515625,13337.7436251202
6669,STRAYLOR,2004-07-22 00:00:00+00:00,2004/07/29 00:00:00+00,7.0,8.0,3292.83,,23295358.7460938,38750.6124466945
6670,DIESTEL,2004-07-22 00:00:00+00:00,2004/07/22 00:00:00+00,2.0,1.0,8.739549,,57091.109375,1519.58046417034
6671,CROWN,2004-07-21 00:00:00+00:00,2004/07/25 00:00:00+00,2.0,8.0,11754.27,,70129064.5078125,70154.7386715553
6672,MARTIN,2004-07-21 00:00:00+00:00,2004/07/23 00:00:00+00,9.0,6.0,39.19806,,229391.671875,2011.90554113936
6673,HILL,2004-07-21 00:00:00+00:00,,5.0,2.0,11.25552,,82504.83984375,1264.75403629918
6674,JALAMA,2004-07-19 00:00:00+00:00,2004/07/19 00:00:00+00,9.0,6.0,333.0409,,1989686.23046875,9504.72522751665
6675,SIEBER,2004-07-19 00:00:00+00:00,2004/07/20 00:00:00+00,7.0,6.0,38.7828,,255936.3671875,2126.25438738478
6676,PELICAN,2004-07-19 00:00:00+00:00,2004/07/28 00:00:00+00,7.0,4.0,1459.002,,9428547.0078125,18848.8754179658
6677,BORDER #10,2004-07-18 00:00:00+00:00,2004/07/18 00:00:00+00,19.0,1.0,88.98218,,509753.9609375,4608.66313082755
6678,COLEMAN,2004-07-18 00:00:00+00:00,2004/07/18 00:00:00+00,9.0,7.0,27.33476,,190982.26171875,2394.40269353674
6679,MELTON,2004-07-17 00:00:00+00:00,2004/07/20 00:00:00+00,1.0,7.0,3693.234,,21603870.3125,26739.1140069279
6680,LOCUST,2004-07-17 00:00:00+00:00,2004/07/17 00:00:00+00,7.0,7.0,20.05917,,140158.15625,1801.42736633037
6681,FOOTHILL,2004-07-17 00:00:00+00:00,2004/07/25 00:00:00+00,7.0,6.0,5969.518,,35544462.125,48433.9643936273
6682,WALKER,2004-07-17 00:00:00+00:00,2004/07/18 00:00:00+00,14.0,6.0,84.26554,,538323.75,3484.28389077819
6683,OAK,2004-07-16 00:00:00+00:00,2004/07/16 00:00:00+00,9.0,7.0,21.04706,,148260.2734375,2043.84736989309
6684,BRIGHT,2004-07-16 00:00:00+00:00,2004/07/16 00:00:00+00,10.0,1.0,109.6647,,712857.859375,5462.92262705552
6685,LA GRANGE #1,2004-07-16 00:00:00+00:00,2004/07/16 00:00:00+00,10.0,1.0,5.08854,,32924.39453125,873.316536623672
6686,SILVER,2004-07-15 00:00:00+00:00,2004/07/18 00:00:00+00,7.0,1.0,479.2772,,3066355.94140625,10136.9306674839
6687,ROSASCO,2004-07-14 00:00:00+00:00,2004/07/14 00:00:00+00,2.0,1.0,244.837,,1594900.5,7381.78976914832
6688,ROCKY,2004-07-14 00:00:00+00:00,2004/07/15 00:00:00+00,10.0,8.0,466.6801,,2827182.32421875,16339.7057694207
6689,LAKEVIEW,2004-07-13 00:00:00+00:00,2004/07/13 00:00:00+00,14.0,8.0,360.9065,,2112611.69921875,7287.82881162897
6690,MATAGUAY,2004-07-13 00:00:00+00:00,2004/07/15 00:00:00+00,7.0,5.0,8762.283,,50803804.0703125,39170.4635149437
6691,PETERSON,2004-07-12 00:00:00+00:00,,14.0,8.0,67.6339,,430422.703125,2925.30808987739
6692,PINE,2004-07-12 00:00:00+00:00,2004/07/23 00:00:00+00,9.0,6.0,16271.65,,97749222.6523438,111607.95097265
6693,RANKIN,2004-07-11 00:00:00+00:00,2004/07/11 00:00:00+00,2.0,1.0,80.92747,,525425.87890625,3200.81909523631
6694,VERBENIA,2004-07-11 00:00:00+00:00,2004/07/16 00:00:00+00,14.0,,3831.371,,22551929.5664062,23281.5152887739
6695,GOLD,2004-07-11 00:00:00+00:00,2004/07/11 00:00:00+00,2.0,7.0,34.93005,,231517.6953125,1876.84728180065
6696,GATOS,2004-07-11 00:00:00+00:00,2004/07/13 00:00:00+00,11.0,6.0,1144.838,,7136634.76171875,11201.1993266507
6697,MODESTO IRG DISTRICT,2004-07-10 00:00:00+00:00,2004/07/10 00:00:00+00,11.0,1.0,12.00241,,77758.15625,1169.74908486705
6698,CORRAL_HOLLOW,2004-07-10 00:00:00+00:00,2004/07/10 00:00:00+00,11.0,1.0,875.4987,,5664020.30078125,10860.3699289993
6699,FLORISTON,2004-07-09 00:00:00+00:00,2004/07/10 00:00:00+00,14.0,6.0,35.36984,,239969.44921875,2423.99491657325
6700,SCHILLING,2004-07-08 00:00:00+00:00,2004/07/08 00:00:00+00,2.0,7.0,10.14339,,65614.76953125,1007.24843249501
6701,JASPER 2,2004-07-08 00:00:00+00:00,2004/07/08 00:00:00+00,2.0,6.0,16.71579,,106226.2265625,1436.0536099038
6702,WILD,2004-07-08 00:00:00+00:00,2004/07/08 00:00:00+00,3.0,7.0,11.523,,80616.4609375,1249.29340311301
6703,FERGUSON,2004-07-07 00:00:00+00:00,2004/09/18 00:00:00+00,1.0,1.0,2.227161,,14058.078125,636.403149113364
6704,LMU DIXIE,2004-07-07 00:00:00+00:00,2004/07/09 00:00:00+00,1.0,7.0,118.6239,,841059.7265625,7567.63967293565
6705,SHEEPHEAD,2004-07-06 00:00:00+00:00,2004/07/06 00:00:00+00,9.0,2.0,16.30308,,93579.01171875,1656.8602536199
6706,PEORIA,2004-07-05 00:00:00+00:00,2004/07/05 00:00:00+00,10.0,1.0,20.35824,,137593.046875,1617.52353968874
6707,RIVER RD,2004-07-03 00:00:00+00:00,2004/07/03 00:00:00+00,10.0,1.0,18.11634,,113921.3515625,2550.26745045124
6708,HIGHWAY,2004-07-02 00:00:00+00:00,2004/07/02 00:00:00+00,5.0,1.0,62.75925,,411612.7578125,4292.169989469
6709,WARNER,2004-07-01 00:00:00+00:00,2004/07/01 00:00:00+00,2.0,8.0,569.9861,,3316907.08984375,8340.54350676262
6710,CHUALAR,2004-06-30 00:00:00+00:00,2004/06/30 00:00:00+00,11.0,2.0,343.1886,,2158900.01953125,8810.30521128274
6711,MEADOW WFU,2004-06-30 00:00:00+00:00,2004/07/30 00:00:00+00,1.0,7.0,5031.157,,32556446.59375,39567.1071745657
6712,MAMMOTH,2004-06-29 00:00:00+00:00,,1.0,2.0,146.6831,,1067149.10546875,4522.17304120186
6713,PRICE,2004-06-29 00:00:00+00:00,2004/07/01 00:00:00+00,1.0,8.0,63.00127,,444284.34765625,2569.75497255631
6714,SUNFLOWER FLAT,2004-06-28 00:00:00+00:00,2004/06/28 00:00:00+00,14.0,7.0,9.577882,,67933.21484375,2020.26439490742
6715,BLUFF,2004-06-28 00:00:00+00:00,2004/10/20 00:00:00+00,1.0,7.0,3414.027,,23924770.203125,28965.2466643207
6716,ROCK/MPUD 98,2004-06-28 00:00:00+00:00,2004/06/28 00:00:00+00,7.0,6.0,43.74898,,281078.54296875,2176.00572755803
6717,CRANSTON,2004-06-27 00:00:00+00:00,2004/06/27 00:00:00+00,9.0,6.0,20.48602,,120192.06640625,1369.58005259809
6718,HANGING,2004-06-27 00:00:00+00:00,2004/06/30 00:00:00+00,1.0,2.0,14.97853,,107790.6796875,1470.53763173281
6719,HOSPITAL,2004-06-27 00:00:00+00:00,2004/06/27 00:00:00+00,10.0,1.0,0.7321771,,4598.46875,400.795902160363
6720,SMOKEY WFU,2004-06-27 00:00:00+00:00,2004/08/08 00:00:00+00,1.0,1.0,26.8156,,174273.69921875,2460.88062007947
6721,BEN HUR,2004-06-26 00:00:00+00:00,2004/06/26 00:00:00+00,15.0,1.0,34.14139,,218476.0,2771.84743491732
6722,HIGHWAY,2004-06-25 00:00:00+00:00,2004/06/28 00:00:00+00,2.0,1.0,624.9357,,4080266.57421875,10317.7789138589
6723,DANA,2004-06-25 00:00:00+00:00,2004/07/01 00:00:00+00,1.0,7.0,3161.477,,20976931.3515625,27955.9075879339
6724,TGU BEND,2004-06-25 00:00:00+00:00,2004/06/25 00:00:00+00,9.0,7.0,26.29048,,183009.39453125,1830.87319616468
6725,INTERSTATE,2004-06-25 00:00:00+00:00,2004/06/26 00:00:00+00,2.0,8.0,374.0269,,2240258.25390625,6295.85827697267
6726,JUNIPER,2004-06-24 00:00:00+00:00,2004/06/28 00:00:00+00,5.0,1.0,82.37961,,596843.8203125,5235.05680081845
6727,FIREFIGHTER,2004-06-24 00:00:00+00:00,2004/06/24 00:00:00+00,2.0,1.0,1.032974,,6209.4296875,363.293723972914
6728,EDGEWOOD,2004-06-23 00:00:00+00:00,2004/06/23 00:00:00+00,5.0,6.0,120.1702,,866306.046875,5154.18139241693
6729,DECHAMBEAU,2004-06-23 00:00:00+00:00,2004/06/26 00:00:00+00,1.0,2.0,27.4703,,179558.65625,2207.16525940046
6730,SKEDADDLE,2004-06-22 00:00:00+00:00,2004/06/25 00:00:00+00,1.0,7.0,367.4536,,2567445.41015625,10660.166970151
6731,CREEK,2004-06-21 00:00:00+00:00,2004/06/21 00:00:00+00,9.0,7.0,38.09119,,266740.31640625,2345.67923869047
6732,ORTEGA,2004-06-20 00:00:00+00:00,2004/06/23 00:00:00+00,10.0,8.0,34.12667,,199340.94140625,2406.71767657665
6733,RD 400,2004-06-19 00:00:00+00:00,2004/06/19 00:00:00+00,2.0,6.0,90.17339,,575519.72265625,3051.93098355592
6734,WEST,2004-06-18 00:00:00+00:00,2004/06/19 00:00:00+00,7.0,8.0,566.6521,,3430292.02734375,11804.0949130948
6735,MOKE,2004-06-17 00:00:00+00:00,2004/06/22 00:00:00+00,4.0,2.0,354.3122,,2345269.93359375,9296.76813521301
6736,CRAG,2004-06-16 00:00:00+00:00,2004/07/02 00:00:00+00,1.0,2.0,870.4851,,5414527.1015625,10599.7970457151
6737,BORDER #7,2004-06-16 00:00:00+00:00,2004/06/16 00:00:00+00,19.0,1.0,21.10738,,120716.32421875,1723.6831687345
6738,HIGHWAY 108 #2,2004-06-16 00:00:00+00:00,2004/06/16 00:00:00+00,10.0,1.0,77.13163,,501659.828125,3962.50935721811
6739,SOURCE,2004-06-16 00:00:00+00:00,2004/06/22 00:00:00+00,9.0,8.0,384.4879,,2458436.87109375,7497.8120258287
6740,HASLEY,2004-06-16 00:00:00+00:00,2004/06/16 00:00:00+00,7.0,8.0,11.88105,,70889.578125,1068.39388737331
6741,KESWICK,2004-06-14 00:00:00+00:00,2004/06/14 00:00:00+00,2.0,7.0,26.04814,,183137.01953125,1808.6727227854
6742,CREEK,2004-06-13 00:00:00+00:00,2004/06/13 00:00:00+00,7.0,6.0,71.09406,,451792.59375,4120.5708316967
6743,PLACER,2004-06-13 00:00:00+00:00,2004/06/13 00:00:00+00,8.0,7.0,31.8837,,223442.015625,2595.07823953679
6744,JASPER,2004-06-12 00:00:00+00:00,2004/06/12 00:00:00+00,9.0,6.0,79.15559,,502970.703125,3143.64144718178
6745,GAS POINT #2,2004-06-11 00:00:00+00:00,2004/06/11 00:00:00+00,2.0,7.0,0.2295481,,1606.9296875,292.723506582438
6746,GAS POINT #3,2004-06-11 00:00:00+00:00,2004/06/11 00:00:00+00,2.0,7.0,2.164307,,15151.37890625,607.394945735282
6747,GAS POINT #1,2004-06-11 00:00:00+00:00,2004/06/11 00:00:00+00,2.0,7.0,35.50055,,248613.83984375,2763.71932161031
6748,GAS POINT #4,2004-06-11 00:00:00+00:00,2004/06/11 00:00:00+00,2.0,7.0,0.1199284,,839.53125,137.132352729116
6749,IRVINE,2004-06-06 00:00:00+00:00,2004/06/09 00:00:00+00,7.0,8.0,52.98566,,311379.828125,4221.78424033213
6750,MORENA,2004-06-05 00:00:00+00:00,2004/06/05 00:00:00+00,2.0,2.0,14.48212,,82932.78515625,1298.4072435566
6751,LAKE MORENA,2004-06-05 00:00:00+00:00,2004/06/05 00:00:00+00,14.0,8.0,8.351069,,47810.01171875,1041.5221262004
6752,GAVIOTA,2004-06-05 00:00:00+00:00,2004/06/12 00:00:00+00,1.0,6.0,7197.67,,42975152.2773438,38604.1401781102
6753,BEALE,2004-06-03 00:00:00+00:00,2004/06/03 00:00:00+00,11.0,1.0,433.5482,,2921400.3671875,13759.1566271165
6754,DORST,2004-05-30 00:00:00+00:00,2004/06/01 00:00:00+00,1.0,1.0,5.234492,,32980.1640625,961.427833046161
6755,HWY166,2004-05-30 00:00:00+00:00,2004/05/30 00:00:00+00,10.0,6.0,65.16033,,392899.6328125,2540.65685305253
6756,LOS CERRITOS,2004-05-30 00:00:00+00:00,2004/05/30 00:00:00+00,10.0,6.0,63.02847,,406604.359375,2664.48367468963
6757,VANTAGE,2004-05-29 00:00:00+00:00,2004/05/29 00:00:00+00,7.0,7.0,1.855538,,12966.6171875,499.014679979557
6758,CLARK,2004-05-29 00:00:00+00:00,2004/05/29 00:00:00+00,11.0,6.0,49.80434,,324610.1875,2542.21065462736
6759,DOUBLE,2004-05-29 00:00:00+00:00,2004/05/29 00:00:00+00,7.0,1.0,68.81973,,451846.5859375,2937.78972060162
6760,PAUMA,2004-05-25 00:00:00+00:00,2004/05/25 00:00:00+00,14.0,8.0,0.7474008,,4345.30859375,287.840850020037
6761,DITCH,2004-05-25 00:00:00+00:00,2004/05/25 00:00:00+00,2.0,7.0,54.61713,,381358.81640625,4160.77170285184
6762,CRATER MOUNTAIN,2004-05-25 00:00:00+00:00,2004/06/20 00:00:00+00,1.0,2.0,189.8896,,1235259.60546875,6899.42557045448
6763,BAKE,2004-05-23 00:00:00+00:00,2004/05/23 00:00:00+00,1.0,6.0,14.41792,,96900.31640625,1182.74128197633
6764,BEND,2004-05-23 00:00:00+00:00,2004/05/23 00:00:00+00,1.0,2.0,15.06398,,108943.0390625,1755.74928944146
6765,OLIVIA,2004-05-22 00:00:00+00:00,2004/05/22 00:00:00+00,2.0,6.0,60.58247,,386327.40234375,2400.53513815798
6766,SNOW,2004-05-22 00:00:00+00:00,2004/05/23 00:00:00+00,2.0,7.0,60.17913,,354309.53125,4196.42599610887
6767,BASALT,2004-05-21 00:00:00+00:00,2004/05/21 00:00:00+00,10.0,6.0,410.184,,2611665.46484375,10853.6121599563
6768,PILITAS,2004-05-20 00:00:00+00:00,2004/05/20 00:00:00+00,10.0,6.0,85.45794,,521177.87109375,3996.63266429048
6769,SIERRA,2004-05-20 00:00:00+00:00,2004/05/20 00:00:00+00,2.0,7.0,60.05212,,369451.62890625,2803.92862163703
6770,CARY,2004-05-15 00:00:00+00:00,2004/05/15 00:00:00+00,9.0,6.0,4.793622,,28014.08984375,688.29492020401
6771,HWY 145,2004-05-15 00:00:00+00:00,2004/05/15 00:00:00+00,14.0,6.0,5.922452,,37677.00390625,816.083880744204
6772,PG&E 11,2004-05-15 00:00:00+00:00,2004/05/15 00:00:00+00,2.0,6.0,9.66333,,61609.51953125,981.559287008152
6773,I-5,2004-05-14 00:00:00+00:00,2004/05/15 00:00:00+00,10.0,6.0,54.28338,,344356.30078125,3375.5901352777
6774,ORNALES,2004-05-14 00:00:00+00:00,2004/05/14 00:00:00+00,2.0,8.0,6.278606,,36449.0703125,898.485059736476
6775,COTTONWOOD,2004-05-12 00:00:00+00:00,2004/05/15 00:00:00+00,3.0,8.0,1819.376,,10737144.8828125,15058.3324178559
6776,400,2004-05-11 00:00:00+00:00,2004/05/11 00:00:00+00,7.0,6.0,44.58846,,284492.515625,2215.87257210685
6777,TAM,2004-05-09 00:00:00+00:00,2004/05/18 00:00:00+00,14.0,1.0,11.79136,,76728.3203125,2311.57952094973
6778,FISH,2004-05-07 00:00:00+00:00,2004/05/07 00:00:00+00,14.0,8.0,63.07527,,372534.984375,2913.91210870845
6779,FRAZIER,2004-05-07 00:00:00+00:00,,14.0,8.0,1563.704,,9747854.46484375,17465.3803225037
6780,DETENTION,2004-05-07 00:00:00+00:00,2004/05/07 00:00:00+00,14.0,6.0,23.37385,,148539.84765625,1770.37958769186
6781,CREEK,2004-05-07 00:00:00+00:00,2004/05/07 00:00:00+00,5.0,1.0,71.23759,,462977.46875,3807.39607120838
6782,LA POSTA,2004-05-06 00:00:00+00:00,2004/05/06 00:00:00+00,14.0,1.0,27.88739,,159660.71875,2345.76763784086
6783,FRIANT/PG&E 9,2004-05-06 00:00:00+00:00,2004/05/06 00:00:00+00,2.0,6.0,11.1576,,70935.14453125,1274.20272127064
6784,NIPOMO,2004-05-05 00:00:00+00:00,2004/05/05 00:00:00+00,14.0,6.0,83.9148,,508540.24609375,3321.91103762751
6785,COTTONWOOD,2004-05-04 00:00:00+00:00,2004/05/10 00:00:00+00,5.0,2.0,566.9303,,3934471.15234375,10325.0389685381
6786,CAL,2004-05-04 00:00:00+00:00,2004/05/05 00:00:00+00,5.0,2.0,73.06966,,514761.75390625,4610.10084601081
6787,CERRITO,2004-05-03 00:00:00+00:00,2004/05/07 00:00:00+00,8.0,8.0,16447.4,,96549302.9414062,86449.6394260883
6788,SCHOOL,2004-05-03 00:00:00+00:00,2004/05/03 00:00:00+00,14.0,8.0,359.1083,,2094230.0703125,7105.40321727075
6789,WAYSIDE,2004-05-03 00:00:00+00:00,2004/05/04 00:00:00+00,9.0,6.0,90.6327,,540784.453125,5679.53092976618
6790,LA PALOMA,2004-05-03 00:00:00+00:00,2004/05/03 00:00:00+00,9.0,6.0,18.92175,,121755.125,1391.49594912365
6791,CACHUMA,2004-05-03 00:00:00+00:00,2004/05/12 00:00:00+00,1.0,6.0,1115.115,,6696180.28125,12107.6130643843
6792,GAFFORD,2004-05-02 00:00:00+00:00,2004/05/03 00:00:00+00,14.0,8.0,406.0063,,2377149.1875,8052.21693446818
6793,EAGLE,2004-05-02 00:00:00+00:00,2004/05/07 00:00:00+00,14.0,8.0,8946.074,,52179524.921875,61593.2321416169
6794,152,2004-05-01 00:00:00+00:00,2004/05/01 00:00:00+00,2.0,6.0,12.81754,,81650.0078125,1652.84973733542
6795,152,2004-05-01 00:00:00+00:00,2004/05/01 00:00:00+00,2.0,6.0,54.56896,,347566.3671875,3307.06987183117
6796,AIRCRAFT,2004-05-01 00:00:00+00:00,2004/05/01 00:00:00+00,2.0,6.0,126.6547,,780419.3125,3802.26627236736
6797,DAMET,2004-04-30 00:00:00+00:00,2004/04/30 00:00:00+00,14.0,6.0,33.48191,,213428.1484375,1844.7664760371
6798,210,2004-04-30 00:00:00+00:00,2004/04/30 00:00:00+00,10.0,6.0,56.48629,,359731.875,2990.69851140205
6799,DAM,2004-04-29 00:00:00+00:00,2004/04/29 00:00:00+00,2.0,6.0,38.81792,,247391.8984375,2212.00096459558
6800,BUTTS,2004-04-28 00:00:00+00:00,2004/04/28 00:00:00+00,2.0,6.0,27.24448,,173900.515625,1711.51096248549
6801,STONY,2004-04-27 00:00:00+00:00,2004/04/29 00:00:00+00,5.0,2.0,91.00238,,631688.91796875,4273.59852323274
6802,KOENIGSTEIN INCIDENT,2004-04-26 00:00:00+00:00,2004/04/26 00:00:00+00,14.0,8.0,40.23289,,239999.2890625,2346.79428518881
6803,RIMS,2004-04-26 00:00:00+00:00,2004/04/27 00:00:00+00,14.0,6.0,43.39124,,275701.234375,3741.59889049201
6804,PLEASURE,2004-04-25 00:00:00+00:00,2004/04/26 00:00:00+00,14.0,8.0,2456.282,,14332722.7109375,17752.737429058
6805,KARDAS,2004-04-11 00:00:00+00:00,2004/04/11 00:00:00+00,5.0,1.0,7.65092,,50281.6796875,1005.16676480515
6806,PINECYN,2004-04-10 00:00:00+00:00,2004/04/10 00:00:00+00,11.0,6.0,49.67436,,309251.703125,2764.2454676401
6807,HAMILTON,2004-04-07 00:00:00+00:00,2004/04/13 00:00:00+00,5.0,8.0,289.7699,,2008086.04296875,7231.09867588445
6808,SCOTT,2004-04-04 00:00:00+00:00,2004/04/04 00:00:00+00,14.0,1.0,609.0591,,4031483.26171875,11032.7449378772
6809,COLE GRADE,2004-03-28 00:00:00+00:00,2004/03/28 00:00:00+00,5.0,6.0,8.136972,,47273.17578125,903.438036256755
6810,WINTERS,2004-03-18 00:00:00+00:00,2004/03/18 00:00:00+00,18.0,1.0,63.3854,,458076.36328125,4686.21679788205
6811,EMERALD,2004-02-13 00:00:00+00:00,2004/02/13 00:00:00+00,2.0,6.0,11.67706,,67614.23046875,1114.4216001604
6812,EL MORO,2004-02-11 00:00:00+00:00,2004/02/11 00:00:00+00,11.0,8.0,4.767303,,27868.65234375,833.444378064975
6813,UPPER SANTA ANA ESCAPE,2004-01-01 00:00:00+00:00,,18.0,6.0,512.9036,,3042007.23046875,10537.7669612774
6814,ROSCOE,2003-12-18 00:00:00+00:00,2003/12/18 00:00:00+00,9.0,8.0,29.67153,,177344.375,1756.01683902115
6815,SAND,2003-11-28 00:00:00+00:00,2003/11/29 00:00:00+00,5.0,8.0,333.0275,,2416780.58203125,17374.8930357926
6816,CUESTA,2003-11-28 00:00:00+00:00,2003/11/29 00:00:00+00,10.0,7.0,237.9146,,1450050.76171875,5405.95320723287
6817,MCCLOUD,2003-11-23 00:00:00+00:00,2003/11/26 00:00:00+00,7.0,,11.99447,,81337.29296875,1383.39437805547
6818,ROYAL,2003-11-17 00:00:00+00:00,2003/11/29 00:00:00+00,5.0,6.0,338.8016,,2290127.9453125,9038.89982477863
6819,CALPINE,2003-10-29 00:00:00+00:00,2003/10/30 00:00:00+00,11.0,6.0,85.58295,,570551.8671875,3607.04533883995
6820,SILVERADO,2003-10-29 00:00:00+00:00,2003/10/30 00:00:00+00,11.0,1.0,69.32242,,458838.05859375,3387.87265943167
6821,WONDER,2003-10-28 00:00:00+00:00,2003/10/28 00:00:00+00,10.0,7.0,15.7122,,110888.8828125,2603.76823727629
6822,JEWELL,2003-10-28 00:00:00+00:00,2003/10/29 00:00:00+00,4.0,1.0,41.74498,,238755.8359375,3149.63255370898
6823,CAT,2003-10-27 00:00:00+00:00,2003/10/27 00:00:00+00,11.0,1.0,58.16185,,349787.08203125,3656.5069642385
6824,OLINDA,2003-10-27 00:00:00+00:00,2003/10/27 00:00:00+00,10.0,1.0,56.5569,,395490.328125,3204.59558177226
6825,WHITMORE,2003-10-27 00:00:00+00:00,2003/10/28 00:00:00+00,5.0,7.0,1004.413,,7064563.12890625,16634.6978392635
6826,CENTERVILLE,2003-10-26 00:00:00+00:00,2003/10/27 00:00:00+00,4.0,2.0,91.45284,,626648.62890625,4083.2276994032
6827,TUK,2003-10-26 00:00:00+00:00,2003/11/01 00:00:00+00,18.0,1.0,278.7794,,1995999.3203125,9892.27188092939
6828,MOUNTAIN,2003-10-26 00:00:00+00:00,2003/11/08 00:00:00+00,14.0,8.0,10331.39,,60428056.921875,42803.3817910775
6829,PARADISE,2003-10-26 00:00:00+00:00,2003/11/04 00:00:00+00,7.0,8.0,56545.7,,327740954.761719,150346.168978377
6830,MINE/OTAY,2003-10-26 00:00:00+00:00,2003/10/30 00:00:00+00,9.0,8.0,44734.13,,255905420.882812,83971.4434021158
6831,PLATINA,2003-10-26 00:00:00+00:00,2003/10/26 00:00:00+00,14.0,7.0,44.60995,,311344.484375,2522.90714243974
6832,CEDAR,2003-10-25 00:00:00+00:00,2003/11/05 00:00:00+00,2.0,8.0,270686.0,,1559594418.34375,431692.801144303
6833,PADUA,2003-10-25 00:00:00+00:00,2003/11/03 00:00:00+00,7.0,8.0,10457.86,,61982217.5742188,56039.9357330283
6834,OLD,2003-10-25 00:00:00+00:00,2003/11/15 00:00:00+00,7.0,8.0,91428.0,,542604557.914062,218778.177759435
6835,SIMI FIRE,2003-10-25 00:00:00+00:00,,14.0,,107570.4,,639998035.847656,262024.542064622
6836,HAPPY,2003-10-24 00:00:00+00:00,2003/10/25 00:00:00+00,9.0,2.0,285.5646,,1713256.76953125,6459.86087564917
6837,WEST,2003-10-24 00:00:00+00:00,2003/10/24 00:00:00+00,3.0,7.0,80.03024,,558766.80859375,4040.5209723156
6838,VERDALE,2003-10-24 00:00:00+00:00,2003/10/28 00:00:00+00,16.0,7.0,8474.283,,50526532.9335938,50843.3448644878
6839,BRAINARD,2003-10-23 00:00:00+00:00,2003/10/23 00:00:00+00,8.0,8.0,26.39773,,156849.3125,1724.60938008898
6840,PIRU,2003-10-23 00:00:00+00:00,2003/10/31 00:00:00+00,2.0,8.0,63726.41,,380445240.972656,121405.910679914
6841,GRAND PRIX,2003-10-21 00:00:00+00:00,2003/11/14 00:00:00+00,7.0,8.0,50617.94,,300200267.238281,147701.02118551
6842,WILDWOOD,2003-10-21 00:00:00+00:00,2003/10/21 00:00:00+00,3.0,7.0,68.41597,,405757.80078125,3158.03743400019
6843,ROBLAR 2,2003-10-21 00:00:00+00:00,2003/10/28 00:00:00+00,2.0,8.0,6892.213,,40142718.1992188,38014.946223991
6844,PASS,2003-10-21 00:00:00+00:00,2003/10/25 00:00:00+00,7.0,8.0,2455.806,,14495162.3867188,26159.8445043992
6845,WALSER,2003-10-20 00:00:00+00:00,2003/10/20 00:00:00+00,2.0,6.0,14.81134,,90453.640625,1220.13508343787
6846,DONNER,2003-10-18 00:00:00+00:00,2003/10/23 00:00:00+00,7.0,1.0,85.22264,,577258.18359375,3809.73070072153
6847,MEDINA,2003-10-18 00:00:00+00:00,2003/10/18 00:00:00+00,14.0,6.0,0.1017515,,668.6796875,115.726727081244
6848,SECRET,2003-10-15 00:00:00+00:00,2003/10/19 00:00:00+00,2.0,8.0,1195.115,,8405270.953125,18880.2667921825
6849,AQUEDUCT,2003-10-13 00:00:00+00:00,2003/10/13 00:00:00+00,2.0,7.0,356.0853,,2140447.26171875,9435.83192491982
6850,WILDCAT,2003-10-11 00:00:00+00:00,2003/10/11 00:00:00+00,2.0,1.0,13.30417,,93052.375,1298.70674117323
6851,LYTLE,2003-10-01 00:00:00+00:00,2003/10/01 00:00:00+00,14.0,1.0,840.1028,,4991830.51171875,16379.8151104245
6852,HOLLAND,2003-09-30 00:00:00+00:00,2003/09/30 00:00:00+00,7.0,8.0,106.8073,,625733.0234375,3140.71924072248
6853,JUNE,2003-09-30 00:00:00+00:00,2003/10/06 00:00:00+00,9.0,2.0,50.43307,,327619.71484375,3464.40224748846
6854,DOW,2003-09-27 00:00:00+00:00,2003/09/27 00:00:00+00,2.0,2.0,28.79254,,203165.58203125,2561.35502681532
